city,trip_id,train_id,line,station_name,station_sequence,scheduled_arrival,actual_arrival,scheduled_departure,actual_departure,delay_arrival_min,delay_departure_min,passenger_density,weather,delay_reason
Lucknow,TP-001869,TRN-LUC-RED-01,Red Line,CCS Airport,1,2025-03-09 07:30:00,2025-03-09 07:30:00,2025-03-09 07:31:00,2025-03-09 07:31:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001869,TRN-LUC-RED-01,Red Line,Charbagh,2,2025-03-09 07:34:00,2025-03-09 07:34:00,2025-03-09 07:35:00,2025-03-09 07:35:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001869,TRN-LUC-RED-01,Red Line,Hazratganj,3,2025-03-09 07:38:00,2025-03-09 07:38:00,2025-03-09 07:39:00,2025-03-09 07:39:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001869,TRN-LUC-RED-01,Red Line,Munshi Pulia,4,2025-03-09 07:42:00,2025-03-09 07:42:00,2025-03-09 07:43:00,2025-03-09 07:43:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001870,TRN-LUC-RED-02,Red Line,Munshi Pulia,1,2025-03-09 11:00:00,2025-03-09 11:00:00,2025-03-09 11:01:00,2025-03-09 11:01:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001870,TRN-LUC-RED-02,Red Line,Hazratganj,2,2025-03-09 11:04:00,2025-03-09 11:04:00,2025-03-09 11:05:00,2025-03-09 11:05:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001870,TRN-LUC-RED-02,Red Line,Charbagh,3,2025-03-09 11:08:00,2025-03-09 11:08:00,2025-03-09 11:09:00,2025-03-09 11:09:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001870,TRN-LUC-RED-02,Red Line,CCS Airport,4,2025-03-09 11:12:00,2025-03-09 11:12:00,2025-03-09 11:13:00,2025-03-09 11:13:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001871,TRN-LUC-RED-03,Red Line,CCS Airport,1,2025-03-09 14:30:00,2025-03-09 14:30:00,2025-03-09 14:31:00,2025-03-09 14:31:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001871,TRN-LUC-RED-03,Red Line,Charbagh,2,2025-03-09 14:34:00,2025-03-09 14:34:00,2025-03-09 14:35:00,2025-03-09 14:35:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001871,TRN-LUC-RED-03,Red Line,Hazratganj,3,2025-03-09 14:38:00,2025-03-09 14:38:00,2025-03-09 14:39:00,2025-03-09 14:39:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001871,TRN-LUC-RED-03,Red Line,Munshi Pulia,4,2025-03-09 14:42:00,2025-03-09 14:42:00,2025-03-09 14:43:00,2025-03-09 14:43:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001872,TRN-LUC-RED-04,Red Line,Munshi Pulia,1,2025-03-09 18:00:00,2025-03-09 18:00:00,2025-03-09 18:01:00,2025-03-09 18:01:00,0.0,0.0,High,Sunny,None
Lucknow,TP-001872,TRN-LUC-RED-04,Red Line,Hazratganj,2,2025-03-09 18:04:00,2025-03-09 18:04:00,2025-03-09 18:05:00,2025-03-09 18:05:00,0.0,0.0,High,Sunny,None
Lucknow,TP-001872,TRN-LUC-RED-04,Red Line,Charbagh,3,2025-03-09 18:08:00,2025-03-09 18:08:14,2025-03-09 18:09:00,2025-03-09 18:09:56,0.23,0.93,High,Sunny,Overcrowding
Lucknow,TP-001872,TRN-LUC-RED-04,Red Line,CCS Airport,4,2025-03-09 18:12:00,2025-03-09 18:12:00,2025-03-09 18:13:00,2025-03-09 18:13:00,0.0,0.0,High,Sunny,None
Lucknow,TP-001873,TRN-LUC-RED-01,Red Line,CCS Airport,1,2025-03-10 07:30:00,2025-03-10 07:30:00,2025-03-10 07:31:00,2025-03-10 07:31:00,0.0,0.0,Low,Overcast,None
Lucknow,TP-001873,TRN-LUC-RED-01,Red Line,Charbagh,2,2025-03-10 07:34:00,2025-03-10 07:34:00,2025-03-10 07:35:00,2025-03-10 07:35:00,0.0,0.0,Low,Overcast,None
Lucknow,TP-001873,TRN-LUC-RED-01,Red Line,Hazratganj,3,2025-03-10 07:38:00,2025-03-10 07:38:00,2025-03-10 07:39:00,2025-03-10 07:39:00,0.0,0.0,Low,Overcast,None
Lucknow,TP-001873,TRN-LUC-RED-01,Red Line,Munshi Pulia,4,2025-03-10 07:42:00,2025-03-10 07:42:00,2025-03-10 07:43:00,2025-03-10 07:43:00,0.0,0.0,Low,Overcast,None
Lucknow,TP-001874,TRN-LUC-RED-02,Red Line,Munshi Pulia,1,2025-03-10 11:00:00,2025-03-10 11:00:00,2025-03-10 11:01:00,2025-03-10 11:01:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001874,TRN-LUC-RED-02,Red Line,Hazratganj,2,2025-03-10 11:04:00,2025-03-10 11:04:00,2025-03-10 11:05:00,2025-03-10 11:05:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001874,TRN-LUC-RED-02,Red Line,Charbagh,3,2025-03-10 11:08:00,2025-03-10 11:08:00,2025-03-10 11:09:00,2025-03-10 11:09:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001874,TRN-LUC-RED-02,Red Line,CCS Airport,4,2025-03-10 11:12:00,2025-03-10 11:12:00,2025-03-10 11:13:00,2025-03-10 11:13:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001875,TRN-LUC-RED-03,Red Line,CCS Airport,1,2025-03-10 14:30:00,2025-03-10 14:30:00,2025-03-10 14:31:00,2025-03-10 14:31:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001875,TRN-LUC-RED-03,Red Line,Charbagh,2,2025-03-10 14:34:00,2025-03-10 14:34:00,2025-03-10 14:35:00,2025-03-10 14:35:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001875,TRN-LUC-RED-03,Red Line,Hazratganj,3,2025-03-10 14:38:00,2025-03-10 14:38:00,2025-03-10 14:39:00,2025-03-10 14:39:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001875,TRN-LUC-RED-03,Red Line,Munshi Pulia,4,2025-03-10 14:42:00,2025-03-10 14:42:00,2025-03-10 14:43:00,2025-03-10 14:43:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001876,TRN-LUC-RED-04,Red Line,Munshi Pulia,1,2025-03-10 18:00:00,2025-03-10 18:00:00,2025-03-10 18:01:00,2025-03-10 18:01:00,0.0,0.0,High,Overcast,None
Lucknow,TP-001876,TRN-LUC-RED-04,Red Line,Hazratganj,2,2025-03-10 18:04:00,2025-03-10 18:04:25,2025-03-10 18:05:00,2025-03-10 18:06:02,0.42,1.05,High,Overcast,Overcrowding
Lucknow,TP-001876,TRN-LUC-RED-04,Red Line,Charbagh,3,2025-03-10 18:08:00,2025-03-10 18:09:25,2025-03-10 18:09:00,2025-03-10 18:11:40,1.42,2.68,High,Overcast,Overcrowding
Lucknow,TP-001876,TRN-LUC-RED-04,Red Line,CCS Airport,4,2025-03-10 18:12:00,2025-03-10 18:13:03,2025-03-10 18:13:00,2025-03-10 18:14:03,1.05,1.05,High,Overcast,None
Lucknow,TP-001877,TRN-LUC-RED-01,Red Line,CCS Airport,1,2025-03-11 07:30:00,2025-03-11 07:30:00,2025-03-11 07:31:00,2025-03-11 07:31:00,0.0,0.0,Low,Rainy,None
Lucknow,TP-001877,TRN-LUC-RED-01,Red Line,Charbagh,2,2025-03-11 07:34:00,2025-03-11 07:35:36,2025-03-11 07:35:00,2025-03-11 07:36:36,1.61,1.61,Low,Rainy,Weather
Lucknow,TP-001877,TRN-LUC-RED-01,Red Line,Hazratganj,3,2025-03-11 07:38:00,2025-03-11 07:39:14,2025-03-11 07:39:00,2025-03-11 07:40:14,1.23,1.23,Low,Rainy,None
Lucknow,TP-001877,TRN-LUC-RED-01,Red Line,Munshi Pulia,4,2025-03-11 07:42:00,2025-03-11 07:42:53,2025-03-11 07:43:00,2025-03-11 07:43:53,0.89,0.89,Low,Rainy,None
Lucknow,TP-001878,TRN-LUC-RED-02,Red Line,Munshi Pulia,1,2025-03-11 11:00:00,2025-03-11 11:00:00,2025-03-11 11:01:00,2025-03-11 11:01:00,0.0,0.0,Medium,Rainy,None
Lucknow,TP-001878,TRN-LUC-RED-02,Red Line,Hazratganj,2,2025-03-11 11:04:00,2025-03-11 11:04:00,2025-03-11 11:05:00,2025-03-11 11:05:00,0.0,0.0,Medium,Rainy,None
Lucknow,TP-001878,TRN-LUC-RED-02,Red Line,Charbagh,3,2025-03-11 11:08:00,2025-03-11 11:08:00,2025-03-11 11:09:00,2025-03-11 11:09:00,0.0,0.0,Medium,Rainy,None
Lucknow,TP-001878,TRN-LUC-RED-02,Red Line,CCS Airport,4,2025-03-11 11:12:00,2025-03-11 11:12:00,2025-03-11 11:13:00,2025-03-11 11:13:00,0.0,0.0,Medium,Rainy,None
Lucknow,TP-001879,TRN-LUC-RED-03,Red Line,CCS Airport,1,2025-03-11 14:30:00,2025-03-11 14:30:48,2025-03-11 14:31:00,2025-03-11 14:31:48,0.81,0.81,Medium,Rainy,Weather
Lucknow,TP-001879,TRN-LUC-RED-03,Red Line,Charbagh,2,2025-03-11 14:34:00,2025-03-11 14:37:12,2025-03-11 14:35:00,2025-03-11 14:38:12,3.2,3.2,Medium,Rainy,Weather
Lucknow,TP-001879,TRN-LUC-RED-03,Red Line,Hazratganj,3,2025-03-11 14:38:00,2025-03-11 14:40:56,2025-03-11 14:39:00,2025-03-11 14:41:56,2.95,2.95,Medium,Rainy,None
Lucknow,TP-001879,TRN-LUC-RED-03,Red Line,Munshi Pulia,4,2025-03-11 14:42:00,2025-03-11 14:44:42,2025-03-11 14:43:00,2025-03-11 14:45:42,2.71,2.71,Medium,Rainy,None
Lucknow,TP-001880,TRN-LUC-RED-04,Red Line,Munshi Pulia,1,2025-03-11 18:00:00,2025-03-11 18:00:00,2025-03-11 18:01:00,2025-03-11 18:01:00,0.0,0.0,High,Rainy,None
Lucknow,TP-001880,TRN-LUC-RED-04,Red Line,Hazratganj,2,2025-03-11 18:04:00,2025-03-11 18:04:00,2025-03-11 18:05:00,2025-03-11 18:05:00,0.0,0.0,High,Rainy,None
Lucknow,TP-001880,TRN-LUC-RED-04,Red Line,Charbagh,3,2025-03-11 18:08:00,2025-03-11 18:08:00,2025-03-11 18:09:00,2025-03-11 18:09:00,0.0,0.0,High,Rainy,None
Lucknow,TP-001880,TRN-LUC-RED-04,Red Line,CCS Airport,4,2025-03-11 18:12:00,2025-03-11 18:12:00,2025-03-11 18:13:00,2025-03-11 18:13:00,0.0,0.0,High,Rainy,None
Lucknow,TP-001881,TRN-LUC-RED-01,Red Line,CCS Airport,1,2026-03-02 07:30:00,2026-03-02 07:30:00,2026-03-02 07:31:00,2026-03-02 07:31:00,0.0,0.0,Low,Overcast,None
Lucknow,TP-001881,TRN-LUC-RED-01,Red Line,Charbagh,2,2026-03-02 07:34:00,2026-03-02 07:34:00,2026-03-02 07:35:00,2026-03-02 07:35:00,0.0,0.0,Low,Overcast,None
Lucknow,TP-001881,TRN-LUC-RED-01,Red Line,Hazratganj,3,2026-03-02 07:38:00,2026-03-02 07:38:00,2026-03-02 07:39:00,2026-03-02 07:39:00,0.0,0.0,Low,Overcast,None
Lucknow,TP-001881,TRN-LUC-RED-01,Red Line,Munshi Pulia,4,2026-03-02 07:42:00,2026-03-02 07:42:00,2026-03-02 07:43:00,2026-03-02 07:43:00,0.0,0.0,Low,Overcast,None
Lucknow,TP-001882,TRN-LUC-RED-02,Red Line,Munshi Pulia,1,2026-03-02 11:00:00,2026-03-02 11:00:00,2026-03-02 11:01:00,2026-03-02 11:01:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001882,TRN-LUC-RED-02,Red Line,Hazratganj,2,2026-03-02 11:04:00,2026-03-02 11:04:00,2026-03-02 11:05:00,2026-03-02 11:05:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001882,TRN-LUC-RED-02,Red Line,Charbagh,3,2026-03-02 11:08:00,2026-03-02 11:08:00,2026-03-02 11:09:00,2026-03-02 11:09:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001882,TRN-LUC-RED-02,Red Line,CCS Airport,4,2026-03-02 11:12:00,2026-03-02 11:12:00,2026-03-02 11:13:00,2026-03-02 11:13:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001883,TRN-LUC-RED-03,Red Line,CCS Airport,1,2026-03-02 14:30:00,2026-03-02 14:30:00,2026-03-02 14:31:00,2026-03-02 14:31:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001883,TRN-LUC-RED-03,Red Line,Charbagh,2,2026-03-02 14:34:00,2026-03-02 14:34:00,2026-03-02 14:35:00,2026-03-02 14:35:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001883,TRN-LUC-RED-03,Red Line,Hazratganj,3,2026-03-02 14:38:00,2026-03-02 14:38:00,2026-03-02 14:39:00,2026-03-02 14:39:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001883,TRN-LUC-RED-03,Red Line,Munshi Pulia,4,2026-03-02 14:42:00,2026-03-02 14:42:00,2026-03-02 14:43:00,2026-03-02 14:43:00,0.0,0.0,Medium,Overcast,None
Lucknow,TP-001884,TRN-LUC-RED-04,Red Line,Munshi Pulia,1,2026-03-02 18:00:00,2026-03-02 18:00:00,2026-03-02 18:01:00,2026-03-02 18:01:00,0.0,0.0,High,Overcast,None
Lucknow,TP-001884,TRN-LUC-RED-04,Red Line,Hazratganj,2,2026-03-02 18:04:00,2026-03-02 18:04:00,2026-03-02 18:05:00,2026-03-02 18:05:00,0.0,0.0,High,Overcast,None
Lucknow,TP-001884,TRN-LUC-RED-04,Red Line,Charbagh,3,2026-03-02 18:08:00,2026-03-02 18:08:00,2026-03-02 18:09:00,2026-03-02 18:09:00,0.0,0.0,High,Overcast,None
Lucknow,TP-001884,TRN-LUC-RED-04,Red Line,CCS Airport,4,2026-03-02 18:12:00,2026-03-02 18:13:21,2026-03-02 18:13:00,2026-03-02 18:15:56,1.36,2.94,High,Overcast,Overcrowding
Lucknow,TP-001885,TRN-LUC-RED-01,Red Line,CCS Airport,1,2026-03-03 07:30:00,2026-03-03 07:30:00,2026-03-03 07:31:00,2026-03-03 07:31:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001885,TRN-LUC-RED-01,Red Line,Charbagh,2,2026-03-03 07:34:00,2026-03-03 07:34:00,2026-03-03 07:35:00,2026-03-03 07:35:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001885,TRN-LUC-RED-01,Red Line,Hazratganj,3,2026-03-03 07:38:00,2026-03-03 07:38:00,2026-03-03 07:39:00,2026-03-03 07:39:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001885,TRN-LUC-RED-01,Red Line,Munshi Pulia,4,2026-03-03 07:42:00,2026-03-03 07:42:00,2026-03-03 07:43:00,2026-03-03 07:43:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001886,TRN-LUC-RED-02,Red Line,Munshi Pulia,1,2026-03-03 11:00:00,2026-03-03 11:00:00,2026-03-03 11:01:00,2026-03-03 11:01:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001886,TRN-LUC-RED-02,Red Line,Hazratganj,2,2026-03-03 11:04:00,2026-03-03 11:04:00,2026-03-03 11:05:00,2026-03-03 11:05:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001886,TRN-LUC-RED-02,Red Line,Charbagh,3,2026-03-03 11:08:00,2026-03-03 11:08:00,2026-03-03 11:09:00,2026-03-03 11:09:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001886,TRN-LUC-RED-02,Red Line,CCS Airport,4,2026-03-03 11:12:00,2026-03-03 11:12:00,2026-03-03 11:13:00,2026-03-03 11:13:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001887,TRN-LUC-RED-03,Red Line,CCS Airport,1,2026-03-03 14:30:00,2026-03-03 14:30:00,2026-03-03 14:31:00,2026-03-03 14:31:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001887,TRN-LUC-RED-03,Red Line,Charbagh,2,2026-03-03 14:34:00,2026-03-03 14:34:00,2026-03-03 14:35:00,2026-03-03 14:35:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001887,TRN-LUC-RED-03,Red Line,Hazratganj,3,2026-03-03 14:38:00,2026-03-03 14:38:00,2026-03-03 14:39:00,2026-03-03 14:39:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001887,TRN-LUC-RED-03,Red Line,Munshi Pulia,4,2026-03-03 14:42:00,2026-03-03 14:42:00,2026-03-03 14:43:00,2026-03-03 14:43:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001888,TRN-LUC-RED-04,Red Line,Munshi Pulia,1,2026-03-03 18:00:00,2026-03-03 18:00:00,2026-03-03 18:01:00,2026-03-03 18:01:00,0.0,0.0,High,Sunny,None
Lucknow,TP-001888,TRN-LUC-RED-04,Red Line,Hazratganj,2,2026-03-03 18:04:00,2026-03-03 18:04:00,2026-03-03 18:05:00,2026-03-03 18:05:00,0.0,0.0,High,Sunny,None
Lucknow,TP-001888,TRN-LUC-RED-04,Red Line,Charbagh,3,2026-03-03 18:08:00,2026-03-03 18:08:00,2026-03-03 18:09:00,2026-03-03 18:09:00,0.0,0.0,High,Sunny,None
Lucknow,TP-001888,TRN-LUC-RED-04,Red Line,CCS Airport,4,2026-03-03 18:12:00,2026-03-03 18:12:00,2026-03-03 18:13:00,2026-03-03 18:13:00,0.0,0.0,High,Sunny,None
Lucknow,TP-001889,TRN-LUC-RED-01,Red Line,CCS Airport,1,2026-03-04 07:30:00,2026-03-04 07:30:00,2026-03-04 07:31:00,2026-03-04 07:31:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001889,TRN-LUC-RED-01,Red Line,Charbagh,2,2026-03-04 07:34:00,2026-03-04 07:34:00,2026-03-04 07:35:00,2026-03-04 07:35:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001889,TRN-LUC-RED-01,Red Line,Hazratganj,3,2026-03-04 07:38:00,2026-03-04 07:38:00,2026-03-04 07:39:00,2026-03-04 07:39:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001889,TRN-LUC-RED-01,Red Line,Munshi Pulia,4,2026-03-04 07:42:00,2026-03-04 07:42:00,2026-03-04 07:43:00,2026-03-04 07:43:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001890,TRN-LUC-RED-02,Red Line,Munshi Pulia,1,2026-03-04 11:00:00,2026-03-04 11:00:00,2026-03-04 11:01:00,2026-03-04 11:01:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001890,TRN-LUC-RED-02,Red Line,Hazratganj,2,2026-03-04 11:04:00,2026-03-04 11:04:00,2026-03-04 11:05:00,2026-03-04 11:05:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001890,TRN-LUC-RED-02,Red Line,Charbagh,3,2026-03-04 11:08:00,2026-03-04 11:08:00,2026-03-04 11:09:00,2026-03-04 11:09:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001890,TRN-LUC-RED-02,Red Line,CCS Airport,4,2026-03-04 11:12:00,2026-03-04 11:12:00,2026-03-04 11:13:00,2026-03-04 11:13:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001891,TRN-LUC-RED-03,Red Line,CCS Airport,1,2026-03-04 14:30:00,2026-03-04 14:30:00,2026-03-04 14:31:00,2026-03-04 14:31:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001891,TRN-LUC-RED-03,Red Line,Charbagh,2,2026-03-04 14:34:00,2026-03-04 14:34:00,2026-03-04 14:35:00,2026-03-04 14:35:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001891,TRN-LUC-RED-03,Red Line,Hazratganj,3,2026-03-04 14:38:00,2026-03-04 14:38:00,2026-03-04 14:39:00,2026-03-04 14:39:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001891,TRN-LUC-RED-03,Red Line,Munshi Pulia,4,2026-03-04 14:42:00,2026-03-04 14:42:00,2026-03-04 14:43:00,2026-03-04 14:43:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001892,TRN-LUC-RED-04,Red Line,Munshi Pulia,1,2026-03-04 18:00:00,2026-03-04 18:00:00,2026-03-04 18:01:00,2026-03-04 18:01:00,0.0,0.0,High,Sunny,None
Lucknow,TP-001892,TRN-LUC-RED-04,Red Line,Hazratganj,2,2026-03-04 18:04:00,2026-03-04 18:04:00,2026-03-04 18:05:00,2026-03-04 18:05:00,0.0,0.0,High,Sunny,None
Lucknow,TP-001892,TRN-LUC-RED-04,Red Line,Charbagh,3,2026-03-04 18:08:00,2026-03-04 18:08:00,2026-03-04 18:09:00,2026-03-04 18:09:00,0.0,0.0,High,Sunny,None
Lucknow,TP-001892,TRN-LUC-RED-04,Red Line,CCS Airport,4,2026-03-04 18:12:00,2026-03-04 18:12:00,2026-03-04 18:13:00,2026-03-04 18:13:00,0.0,0.0,High,Sunny,None
Lucknow,TP-001893,TRN-LUC-RED-01,Red Line,CCS Airport,1,2026-03-05 07:30:00,2026-03-05 07:30:00,2026-03-05 07:31:00,2026-03-05 07:31:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001893,TRN-LUC-RED-01,Red Line,Charbagh,2,2026-03-05 07:34:00,2026-03-05 07:34:00,2026-03-05 07:35:00,2026-03-05 07:35:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001893,TRN-LUC-RED-01,Red Line,Hazratganj,3,2026-03-05 07:38:00,2026-03-05 07:38:00,2026-03-05 07:39:00,2026-03-05 07:39:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001893,TRN-LUC-RED-01,Red Line,Munshi Pulia,4,2026-03-05 07:42:00,2026-03-05 07:42:00,2026-03-05 07:43:00,2026-03-05 07:43:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001894,TRN-LUC-RED-02,Red Line,Munshi Pulia,1,2026-03-05 11:00:00,2026-03-05 11:00:00,2026-03-05 11:01:00,2026-03-05 11:01:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001894,TRN-LUC-RED-02,Red Line,Hazratganj,2,2026-03-05 11:04:00,2026-03-05 11:04:00,2026-03-05 11:05:00,2026-03-05 11:05:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001894,TRN-LUC-RED-02,Red Line,Charbagh,3,2026-03-05 11:08:00,2026-03-05 11:08:00,2026-03-05 11:09:00,2026-03-05 11:09:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001894,TRN-LUC-RED-02,Red Line,CCS Airport,4,2026-03-05 11:12:00,2026-03-05 11:12:00,2026-03-05 11:13:00,2026-03-05 11:13:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001895,TRN-LUC-RED-03,Red Line,CCS Airport,1,2026-03-05 14:30:00,2026-03-05 14:30:00,2026-03-05 14:31:00,2026-03-05 14:31:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001895,TRN-LUC-RED-03,Red Line,Charbagh,2,2026-03-05 14:34:00,2026-03-05 14:34:00,2026-03-05 14:35:00,2026-03-05 14:35:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001895,TRN-LUC-RED-03,Red Line,Hazratganj,3,2026-03-05 14:38:00,2026-03-05 14:38:00,2026-03-05 14:39:00,2026-03-05 14:39:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001895,TRN-LUC-RED-03,Red Line,Munshi Pulia,4,2026-03-05 14:42:00,2026-03-05 14:42:00,2026-03-05 14:43:00,2026-03-05 14:43:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001896,TRN-LUC-RED-04,Red Line,Munshi Pulia,1,2026-03-05 18:00:00,2026-03-05 18:00:00,2026-03-05 18:01:00,2026-03-05 18:01:00,0.0,0.0,High,Sunny,None
Lucknow,TP-001896,TRN-LUC-RED-04,Red Line,Hazratganj,2,2026-03-05 18:04:00,2026-03-05 18:05:27,2026-03-05 18:05:00,2026-03-05 18:08:17,1.45,3.29,High,Sunny,Overcrowding
Lucknow,TP-001896,TRN-LUC-RED-04,Red Line,Charbagh,3,2026-03-05 18:08:00,2026-03-05 18:09:58,2026-03-05 18:09:00,2026-03-05 18:11:42,1.97,2.72,High,Sunny,Overcrowding
Lucknow,TP-001896,TRN-LUC-RED-04,Red Line,CCS Airport,4,2026-03-05 18:12:00,2026-03-05 18:13:33,2026-03-05 18:13:00,2026-03-05 18:14:33,1.56,1.56,High,Sunny,None
Lucknow,TP-001897,TRN-LUC-RED-01,Red Line,CCS Airport,1,2026-03-06 07:30:00,2026-03-06 07:30:00,2026-03-06 07:31:00,2026-03-06 07:31:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001897,TRN-LUC-RED-01,Red Line,Charbagh,2,2026-03-06 07:34:00,2026-03-06 07:34:00,2026-03-06 07:35:00,2026-03-06 07:35:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001897,TRN-LUC-RED-01,Red Line,Hazratganj,3,2026-03-06 07:38:00,2026-03-06 07:38:00,2026-03-06 07:39:00,2026-03-06 07:39:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001897,TRN-LUC-RED-01,Red Line,Munshi Pulia,4,2026-03-06 07:42:00,2026-03-06 07:42:00,2026-03-06 07:43:00,2026-03-06 07:43:00,0.0,0.0,Low,Sunny,None
Lucknow,TP-001898,TRN-LUC-RED-02,Red Line,Munshi Pulia,1,2026-03-06 11:00:00,2026-03-06 11:00:00,2026-03-06 11:01:00,2026-03-06 11:01:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001898,TRN-LUC-RED-02,Red Line,Hazratganj,2,2026-03-06 11:04:00,2026-03-06 11:04:00,2026-03-06 11:05:00,2026-03-06 11:05:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001898,TRN-LUC-RED-02,Red Line,Charbagh,3,2026-03-06 11:08:00,2026-03-06 11:08:00,2026-03-06 11:09:00,2026-03-06 11:09:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001898,TRN-LUC-RED-02,Red Line,CCS Airport,4,2026-03-06 11:12:00,2026-03-06 11:12:00,2026-03-06 11:13:00,2026-03-06 11:13:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001899,TRN-LUC-RED-03,Red Line,CCS Airport,1,2026-03-06 14:30:00,2026-03-06 14:30:00,2026-03-06 14:31:00,2026-03-06 14:31:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001899,TRN-LUC-RED-03,Red Line,Charbagh,2,2026-03-06 14:34:00,2026-03-06 14:34:00,2026-03-06 14:35:00,2026-03-06 14:35:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001899,TRN-LUC-RED-03,Red Line,Hazratganj,3,2026-03-06 14:38:00,2026-03-06 14:38:00,2026-03-06 14:39:00,2026-03-06 14:39:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001899,TRN-LUC-RED-03,Red Line,Munshi Pulia,4,2026-03-06 14:42:00,2026-03-06 14:42:00,2026-03-06 14:43:00,2026-03-06 14:43:00,0.0,0.0,Medium,Sunny,None
Lucknow,TP-001900,TRN-LUC-RED-04,Red Line,Munshi Pulia,1,2026-03-06 18:00:00,2026-03-06 18:00:00,2026-03-06 18:01:00,2026-03-06 18:01:00,0.0,0.0,High,Sunny,None
Lucknow,TP-001900,TRN-LUC-RED-04,Red Line,Hazratganj,2,2026-03-06 18:04:00,2026-03-06 18:04:00,2026-03-06 18:05:00,2026-03-06 18:05:00,0.0,0.0,High,Sunny,None
